TXNAME	SYMBOL
NM_001317114.2	ZNF331
NM_001253798.2	ZNF331
NM_001253799.2	ZNF331
NM_001317115.2	ZNF331
NM_001079906.2	ZNF331
NM_001317113.2	ZNF331
NM_001253800.1	ZNF331
NM_001317117.1	ZNF331
NM_001253801.2	ZNF331
NM_001317118.1	ZNF331
NM_001317116.1	ZNF331
NM_001317121.1	ZNF331
NM_001079907.1	ZNF331
NM_001317119.1	ZNF331
NM_001012728.1	DPRX
NM_001277129.1	NLRP12
NM_144687.3	NLRP12
NM_001277126.1	NLRP12
NM_001290193.2	MYADM
NM_001290188.2	MYADM
NM_001020820.3	MYADM
NM_001020819.2	MYADM
NM_001290192.2	MYADM
NM_138373.5	MYADM
NM_001290191.2	MYADM
NM_001290194.2	MYADM
NM_001290190.1	MYADM
NM_001290189.1	MYADM
NM_001020818.2	MYADM
NM_001020821.2	MYADM
NM_002739.5	PRKCG
NM_001316329.2	PRKCG
NM_031896.4	CACNG7
NM_031895.6	CACNG8
NM_145814.1	CACNG6
NM_145815.1	CACNG6
NM_031897.2	CACNG6
NM_001288793.1	VSTM1
NM_001288792.1	VSTM1
NM_001288791.2	VSTM1
NM_198481.4	VSTM1
NM_001135686.3	TARM1
NM_001330650.1	TARM1
NM_133168.4	OSCAR
NM_001282350.1	OSCAR
NM_133169.4	OSCAR
NM_001282349.1	OSCAR
NM_130771.4	OSCAR
NM_206818.2	OSCAR
NM_004542.4	NDUFA3
NM_013342.3	TFPT
NM_001321792.1	TFPT
NM_015629.4	PRPF31
NM_014516.4	CNOT3
NM_024316.3	LENG1
NM_144686.4	TMC4
NM_001145303.3	TMC4
NM_001146083.2	MBOAT7
NM_001146056.3	MBOAT7
NM_024298.5	MBOAT7
NM_001146082.3	MBOAT7
NM_001282333.1	TSEN34
NM_024075.5	TSEN34
NM_001282332.1	TSEN34
NM_001077446.4	TSEN34
NM_001321702.2	RPS9
NM_001321701.2	RPS9
NM_001013.4	RPS9
NM_001321706.2	RPS9
NM_001321705.2	RPS9
NM_001321704.2	RPS9
NM_024318.4	LILRA6
NM_001081443.3	LILRB5
NM_006840.5	LILRB5
NM_001081442.3	LILRB5
NM_001304457.2	LILRB5
NM_001080978.4	LILRB2
NM_005874.5	LILRB2
NM_001278404.2	LILRB2
NM_001278403.2	LILRB2
NM_001278405.2	LILRB2
NM_001278406.2	LILRB2
NM_181985.4	LILRA5
NM_021250.4	LILRA5
NM_181986.3	LILRA5
NM_181879.3	LILRA5
NM_012276.5	LILRA4
NM_001289023.3	LAIR1
NM_001289025.3	LAIR1
NM_021706.5	LAIR1
NM_002287.6	LAIR1
NM_001289027.2	LAIR1
NM_001289026.2	LAIR1
NM_001201461.2	TTYH1
NM_020659.4	TTYH1
NM_001005367.3	TTYH1
NM_052925.4	LENG8
NM_001301782.2	LENG9
NM_145057.4	CDC42EP5
NM_002288.6	LAIR2
NM_021270.5	LAIR2
NM_006866.4	LILRA2
NM_001290271.2	LILRA2
NM_001130917.3	LILRA2
NM_001290270.1	LILRA2
NM_006863.4	LILRA1
NM_001278318.2	LILRA1
NM_001278319.1	LILRA1
NM_006669.6	LILRB1
NM_001081638.3	LILRB1
NM_001081639.3	LILRB1
NM_001081637.2	LILRB1
NM_001278398.2	LILRB1
NM_001278399.2	LILRB1
NM_001278428.3	LILRB4
NM_001278426.3	LILRB4
NM_001278427.3	LILRB4
NM_001278429.3	LILRB4
NM_001278430.3	LILRB4
NM_153443.4	KIR3DL3
NM_015868.3	KIR2DL3
NM_014218.3	KIR2DL1
NM_001080772.2	KIR2DL4
NM_001080770.2	KIR2DL4
NM_013289.2	KIR3DL1
NM_001281971.2	KIR2DS4
NM_001281972.2	KIR2DS4
NM_006737.4	KIR3DL2
NM_001242867.2	KIR3DL2
NM_002000.4	FCAR
NM_133269.4	FCAR
NM_133271.4	FCAR
NM_133272.4	FCAR
NM_133278.4	FCAR
NM_133274.4	FCAR
NM_133273.4	FCAR
NM_133277.4	FCAR
NM_004829.7	NCR1
NM_001145457.3	NCR1
NM_001145458.3	NCR1
NM_001242356.3	NCR1
NM_001242357.3	NCR1
NM_139176.3	NLRP7
NM_206828.3	NLRP7
NM_001127255.1	NLRP7
NM_001174081.3	NLRP2
NM_001174082.2	NLRP2
NM_017852.5	NLRP2
NM_001348003.2	NLRP2
NM_001174083.2	NLRP2
NM_001256017.2	GP6
NM_016363.5	GP6
NM_001083899.2	GP6
NM_138412.4	RDH13
NM_001145971.2	RDH13
NM_133180.3	EPS8L1
NM_017729.3	EPS8L1
NM_001271618.2	PPP1R12C
NM_017607.4	PPP1R12C
NM_001126133.3	TNNT1
NM_001126132.3	TNNT1
NM_003283.6	TNNT1
NM_001291774.2	TNNT1
NM_000363.5	TNNI3
NM_178837.4	DNAAF3
NM_001256716.1	DNAAF3
NM_001256714.1	DNAAF3
NM_001256715.2	DNAAF3
NM_003180.3	SYT5
NM_001297774.2	SYT5
NM_001161440.3	PTPRH
NM_002842.5	PTPRH
NM_173804.5	TMEM86B
NM_001372013.1	TMEM86B
NM_014931.4	PPP6R1
NM_001130106.1	HSPBP1
NM_012267.5	HSPBP1
NM_001297600.2	HSPBP1
NM_032430.2	BRSK1
NM_001085488.3	TMEM150B
NM_001282011.2	TMEM150B
NM_032701.4	KMT5C
NM_144613.5	COX6B2
NM_001369799.1	COX6B2
NM_001369798.1	COX6B2
NM_001369800.1	COX6B2
NM_001145402.2	FAM71E2
NM_001267718.2	IL11
NM_000641.4	IL11
NM_139172.3	TMEM190
NM_001190764.2	TMEM238
NM_001363697.1	RPL28
NM_001136134.1	RPL28
NM_000991.5	RPL28
NM_001136135.2	RPL28
NM_001136137.1	RPL28
NM_001136136.1	RPL28
NM_014501.3	UBE2S
NM_001145176.1	SHISA7
NM_001136202.2	ISOC2
NM_001136201.2	ISOC2
NM_024710.3	ISOC2
NM_033113.3	ZNF628
NM_020378.4	NAT14
NM_001144950.2	SSC5D
NM_001195267.2	SSC5D
NM_001370096.2	SBK2
NM_001199824.2	SBK3
NM_152600.3	ZNF579
NM_032836.3	FIZ1
NM_153219.4	ZNF524
NM_001195605.1	ZNF865
NM_203374.2	ZNF784
NM_207115.2	ZNF580
NM_016202.2	ZNF580
NM_001163423.1	ZNF580
NM_016535.4	ZNF581
NM_001370467.1	CCDC106
NM_013301.2	CCDC106
NM_001370469.1	CCDC106
NM_001370468.1	CCDC106
NM_001370470.1	CCDC106
NM_001370471.1	CCDC106
NM_007279.2	U2AF2
NM_001012478.1	U2AF2
NM_001321263.1	EPN1
NM_013333.3	EPN1
NM_001130072.2	EPN1
NM_001130071.1	EPN1
NM_176820.4	NLRP9
NM_001145014.1	RFPL4A
NM_001277397.2	RFPL4AL1
NM_145007.3	NLRP11
NM_001297743.1	NLRP11
NM_134444.5	NLRP4
NM_001321057.1	NLRP13
NM_176810.2	NLRP13
NM_176811.2	NLRP8
NM_001317000.1	NLRP8
NM_153447.4	NLRP5
NM_001002836.4	ZNF787
NM_001351682.2	ZNF787
NM_018337.4	ZNF444
NM_001253792.2	ZNF444
NM_033106.4	GALP
NM_001145546.1	GALP
NM_001080456.2	ZSCAN5B
NM_001358413.1	ZSCAN5C
NM_001322078.2	ZSCAN5A
NM_001322077.2	ZSCAN5A
NM_001322065.2	ZSCAN5A
NM_001322064.2	ZSCAN5A
NM_001322072.1	ZSCAN5A
NM_001322073.2	ZSCAN5A
NM_001322074.2	ZSCAN5A
NM_001322061.2	ZSCAN5A
NM_001322067.1	ZSCAN5A
NM_001322068.1	ZSCAN5A
NM_001322076.1	ZSCAN5A
NM_001322070.1	ZSCAN5A
NM_001322075.1	ZSCAN5A
NM_001322066.1	ZSCAN5A
NM_001322062.1	ZSCAN5A
NM_024303.2	ZSCAN5A
NM_001354658.2	EDDM13
NM_144690.3	ZNF582
NM_001320371.2	ZNF582
NM_001159860.1	ZNF583
NM_152478.3	ZNF583
NM_001159861.2	ZNF583
NM_022103.3	ZNF667
NM_001321355.1	ZNF667
NM_001321356.2	ZNF667
NM_020813.4	ZNF471
NM_001321768.2	ZNF471
NM_020828.2	ZFP28
NM_001308440.1	ZFP28
NM_001001668.4	ZNF470
NM_021216.4	ZNF71
NM_001370215.1	ZNF71
NM_001370214.1	ZNF71
NM_001193628.2	SMIM17
NM_001005850.3	ZNF835
NM_001146327.1	ZIM2
NM_015363.5	ZIM2
NM_001369774.1	ZIM2
NM_001146326.2	ZIM2
NM_001369772.1	ZIM2
NM_001369773.1	ZIM2
NM_001369771.1	ZIM2
NM_001369770.1	ZIM2
NM_001369725.1	PEG3
NM_001369721.1	PEG3
NM_001369717.1	PEG3
NM_001369737.1	PEG3
NM_001369722.1	PEG3
NM_001369732.1	PEG3
NM_001369720.1	PEG3
NM_001146185.2	PEG3
NM_001369735.1	PEG3
NM_001146187.2	PEG3
NM_001369736.1	PEG3
NM_001146184.2	PEG3
NM_001369734.1	PEG3
NM_001369739.1	PEG3
NM_001369727.1	PEG3
NM_001369729.1	PEG3
NM_006210.3	PEG3
NM_001369719.1	PEG3
NM_001369718.1	PEG3
NM_001369723.1	PEG3
NM_001369728.1	PEG3
NM_001369730.1	PEG3
NM_001369738.1	PEG3
NM_001369731.1	PEG3
NM_001369726.1	PEG3
NM_001369724.1	PEG3
NM_001369733.1	PEG3
NM_020903.2	USP29
NM_052882.1	ZIM3
NM_001012729.2	DUXA
NM_003417.5	ZNF264
NM_001015878.2	AURKC
NM_003160.3	AURKC
NM_003160.3	AURKC
NM_001015879.2	AURKC
NM_001015879.2	AURKC
NM_001023563.4	ZNF805
NM_001145078.2	ZNF805
NM_001330622.1	ZNF460
NM_006635.4	ZNF460
NM_213598.4	ZNF543
NM_001290319.1	ZNF304
NM_001329456.1	ZNF304
NM_001290318.1	ZNF304
NM_020657.3	ZNF304
NM_173631.3	ZNF547
NM_001355204.2	TRAPPC2B
NM_152909.3	ZNF548
NM_001172773.2	ZNF548
NM_001330617.1	ZNF17
NM_006959.2	ZNF17
NM_001321952.2	ZNF749
NM_001321953.2	ZNF749
NM_001023561.4	ZNF749
NM_001321954.2	ZNF749
NM_020633.3	VN1R1
NM_001330613.2	ZNF772
NM_001144068.2	ZNF772
NM_001024596.3	ZNF772
NM_001291744.2	ZNF419
NM_001098491.2	ZNF419
NM_001098494.2	ZNF419
NM_024691.4	ZNF419
NM_001291743.2	ZNF419
NM_001098492.2	ZNF419
NM_001098495.2	ZNF419
NM_001098493.2	ZNF419
NM_001098496.2	ZNF419
NM_001291745.2	ZNF419
NM_001304334.1	ZNF773
NM_001304336.1	ZNF773
NM_001304335.2	ZNF773
NM_001304337.2	ZNF773
NM_198542.3	ZNF773
NM_153263.2	ZNF549
NM_001199295.2	ZNF549
NM_001277093.2	ZNF550
NM_001277092.2	ZNF550
NM_001277091.2	ZNF550
NM_001277090.2	ZNF550
NM_001353405.1	ZNF416
NM_017879.3	ZNF416
NM_001321146.2	ZIK1
NM_001010879.4	ZIK1
NM_001321145.2	ZIK1
NM_001321147.2	ZIK1
NM_001321981.2	ZNF530
NM_020880.5	ZNF530
NM_003435.5	ZNF134
NM_001265598.2	ZNF211
NM_001265597.3	ZNF211
NM_006385.5	ZNF211
NM_001322306.2	ZNF211
NM_198855.4	ZNF211
NM_001265599.3	ZNF211
NM_001265600.3	ZNF211
NM_152677.2	ZSCAN4
NM_138347.5	ZNF551
NM_001270938.2	ZNF551
NM_001085384.3	ZNF154
NM_001321375.2	ZNF671
NM_024833.3	ZNF671
NM_001321376.2	ZNF671
NM_173632.4	ZNF776
NM_001348007.2	ZNF776
NM_001204814.1	ZNF586
NM_001077426.2	ZNF586
NM_017652.4	ZNF586
NM_024762.3	ZNF552
NM_001204818.2	ZNF587B
NM_032828.4	ZNF587
NM_001204817.2	ZNF587
NM_001144989.2	ZNF814
NM_001297734.2	ZNF417
NM_152475.3	ZNF417
NM_001317029.2	ZNF418
NM_001317028.2	ZNF418
NM_001317030.2	ZNF418
NM_133460.3	ZNF418
NM_001317027.2	ZNF418
NM_005773.3	ZNF256
NM_152474.5	C19orf18
NM_001348024.2	ZNF606
NM_001348023.2	ZNF606
NM_001348022.2	ZNF606
NM_001348025.2	ZNF606
NM_025027.4	ZNF606
NM_182572.4	ZSCAN1
NM_001289402.1	ZNF135
NM_001289401.1	ZNF135
NM_007134.1	ZNF135
NM_001164530.1	ZNF135
NM_001164529.1	ZNF135
NM_001164527.1	ZNF135
NM_003436.4	ZNF135
NM_001145542.1	ZSCAN18
NM_001145543.1	ZSCAN18
NM_023926.4	ZSCAN18
NM_001145544.2	ZSCAN18
NM_024620.4	ZNF329
NM_001278734.1	ZNF274
NM_016325.3	ZNF274
NM_016324.3	ZNF274
NM_133502.3	ZNF274
NM_001320782.1	ZNF544
NM_001320767.1	ZNF544
NM_001320791.1	ZNF544
NM_001320770.1	ZNF544
NM_001320792.1	ZNF544
NM_014480.3	ZNF544
NM_001320788.1	ZNF544
NM_001320771.1	ZNF544
NM_001320781.1	ZNF544
NM_001320769.1	ZNF544
NM_001320774.2	ZNF544
NM_001320789.1	ZNF544
NM_001320787.2	ZNF544
NM_001320773.1	ZNF544
NM_001320786.2	ZNF544
NM_001320777.2	ZNF544
NM_001320785.2	ZNF544
NM_001320783.2	ZNF544
NM_001320776.2	ZNF544
NM_001320780.2	ZNF544
NM_021089.3	ZNF8
NM_181846.3	ZSCAN22
NM_001321117.2	ZSCAN22
NM_001321116.2	ZSCAN22
NM_130786.4	A1BG
NM_001207009.2	ZNF497
NM_198458.3	ZNF497
NM_138466.2	ZNF837
NM_001009.4	RPS5
NM_001195135.1	RNF225
NM_173548.3	ZNF584
NM_001363680.1	ZNF584
NM_001318002.1	ZNF584
NM_003433.4	ZNF132
NM_207395.3	ZNF324B
NM_014347.3	ZNF324
NM_017908.4	ZNF446
NM_001304453.1	ZNF446
NM_001321196.1	SLC27A5
NM_012254.3	SLC27A5
NM_001316980.1	ZBTB45
NM_001316982.1	ZBTB45
NM_001316979.2	ZBTB45
NM_001316981.2	ZBTB45
NM_032792.4	ZBTB45
NM_001316978.2	ZBTB45
NM_005762.3	TRIM28
NM_014453.4	CHMP2A
NM_198426.3	CHMP2A
NM_003969.4	UBE2M
NM_003422.2	MZF1
NM_001267033.2	MZF1
NM_198055.2	MZF1
NM_153325.4	DEFB125
NM_030931.4	DEFB126
NM_139074.4	DEFB127
NM_001037732.3	DEFB128
NM_080831.4	DEFB129
NM_207469.3	DEFB132
NM_080571.1	C20orf96
NM_153269.3	C20orf96
NM_033089.7	ZCCHC3
NM_006943.3	SOX12
NM_001323684.2	NRSN2
NM_001323682.2	NRSN2
NM_001323683.2	NRSN2
NM_001323679.2	NRSN2
NM_001323681.2	NRSN2
NM_001323680.2	NRSN2
NM_024958.3	NRSN2
NM_001323685.2	NRSN2
NM_021158.4	TRIB3
NM_001301201.1	TRIB3
NM_001301196.1	TRIB3
NM_001301188.1	TRIB3
NM_001301193.1	TRIB3
NM_001301190.1	TRIB3
NM_001323956.1	RBCK1
NM_001323960.1	RBCK1
NM_031229.4	RBCK1
NM_006462.6	RBCK1
NM_001323958.2	RBCK1
NM_144628.4	TBC1D20
NM_177560.3	CSNK2A1
NM_001362771.2	CSNK2A1
NM_001895.4	CSNK2A1
NM_001362770.2	CSNK2A1
NM_177559.3	CSNK2A1
NM_004609.3	TCF15
NM_080725.3	SRXN1
NM_033129.4	SCRT2
NM_001370085.1	SLC52A3
NM_001370086.1	SLC52A3
NM_033409.4	SLC52A3
NM_001289145.2	FAM110A
NM_001042353.3	FAM110A
NM_001289146.2	FAM110A
NM_207121.5	FAM110A
NM_001289147.1	FAM110A
NM_031424.6	FAM110A
NM_001322809.2	ANGPT4
NM_015985.4	ANGPT4
NM_001040007.3	RSPO4
NM_001029871.4	RSPO4
NM_178578.3	PSMF1
NM_001323407.2	PSMF1
NM_001323409.2	PSMF1
NM_001323410.2	PSMF1
NM_006814.5	PSMF1
NM_001323408.2	PSMF1
NM_001304748.1	TMEM74B
NM_018354.2	TMEM74B
NM_001304749.2	TMEM74B
NM_001009612.3	C20orf202
NM_001136566.2	RAD21L1
NM_001318234.2	SNPH
NM_014723.4	SNPH
NM_080489.5	SDCBP2
NM_001199784.1	SDCBP2
NM_015685.5	SDCBP2
NM_001199786.1	FKBP1A
NM_000801.5	FKBP1A
NM_054014.3	FKBP1A
NM_018839.4	NSFL1C
NM_016143.4	NSFL1C
NM_001206736.1	NSFL1C
NM_001134836.2	SIRPB2
NM_001122962.2	SIRPB2
NM_178460.3	SIRPD
NM_001083910.3	SIRPB1
NM_006065.4	SIRPB1
NM_001330639.1	SIRPB1
NM_001329157.2	SIRPB1
NM_001135844.4	SIRPB1
NM_080816.3	SIRPG
NM_001039508.1	SIRPG
NM_018556.4	SIRPG
NM_001330728.1	SIRPA
NM_001040022.1	SIRPA
NM_080792.3	SIRPA
NM_001040023.2	SIRPA
NM_001190899.2	PDYN
NM_001190900.1	PDYN
NM_001190892.1	PDYN
NM_001190898.3	PDYN
NM_024411.5	PDYN
NM_080836.4	STK35
NM_003245.4	TGM3
NM_198994.3	TGM6
NM_001254734.2	TGM6
NM_198216.2	SNRPB
NM_003091.4	SNRPB
NM_001282495.1	ZNF343
NM_001282498.1	ZNF343
NM_001282496.2	ZNF343
NM_001321805.2	ZNF343
NM_024325.6	ZNF343
NM_001321802.2	ZNF343
NM_001282497.2	ZNF343
NM_001321800.2	ZNF343
NM_001321803.2	ZNF343
NM_001321801.2	ZNF343
NM_001282499.2	ZNF343
NM_080751.2	TMC2
NM_006392.4	NOP56
NM_174855.4	IDH3B
NM_001330763.2	IDH3B
NM_006899.5	IDH3B
NM_001258384.2	IDH3B
NM_001110514.1	EBF4
NM_001184699.2	CPXM1
NM_019609.5	CPXM1
NM_001256538.2	C20orf141
NM_080739.2	C20orf141
NM_001318207.1	TMEM239
NM_001167670.3	TMEM239
NM_001271168.2	PCED1A
NM_022760.6	PCED1A
NM_080413.2	VPS16
NM_022575.4	VPS16
NM_002836.3	PTPRA
NM_080840.2	PTPRA
NM_080841.2	PTPRA
NM_001501.2	GNRH2
NM_178331.2	GNRH2
NM_178332.2	GNRH2
NM_001310220.2	GNRH2
NM_030811.4	MRPS26
NM_000915.4	OXT
NM_000490.5	AVP
NM_199415.3	UBOX5
NM_001267584.2	UBOX5
NM_014948.4	UBOX5
NM_021826.5	FASTKD5
NM_001367609.1	LZTS3
NM_001282533.2	LZTS3
NM_001365618.1	LZTS3
NM_023935.3	DDRGK1
NM_001324237.2	ITPA
NM_001324238.2	ITPA
NM_001324240.2	ITPA
NM_033453.4	ITPA
NM_001324236.2	ITPA
NM_001267623.2	ITPA
NM_181493.4	ITPA
NM_001351739.2	ITPA
NM_001174090.1	SLC4A11
NM_032034.3	SLC4A11
NM_001363745.2	SLC4A11
NM_001174089.2	SLC4A11
NM_001009984.2	C20orf194
NM_139321.3	ATRN
NM_001323332.2	ATRN
NM_139322.4	ATRN
NM_001207047.3	ATRN
NM_022139.3	GFRA4
NM_145762.2	GFRA4
NM_153202.3	ADAM33
NM_001282447.2	ADAM33
NM_025220.4	ADAM33
NM_023068.4	SIGLEC1
NM_001367089.1	SIGLEC1
NM_052970.5	HSPA12B
NM_001197327.2	HSPA12B
NM_001318322.2	HSPA12B
NM_001258429.2	C20orf27
NM_001039140.3	C20orf27
NM_001258430.2	C20orf27
NM_015417.5	SPEF1
NM_001810.6	CENPB
NM_001287516.1	CDC25B
NM_001287518.1	CDC25B
NM_001287517.1	CDC25B
NM_021873.3	CDC25B
NM_021872.3	CDC25B
NM_004358.4	CDC25B
NM_001287520.1	CDC25B
NM_001287522.1	CDC25B
NM_001287519.1	CDC25B
NM_001287524.1	CDC25B
NM_001204446.1	AP5S1
NM_018347.3	AP5S1
NM_001204447.2	AP5S1
NM_001206491.1	MAVS
NM_020746.5	MAVS
NM_024960.6	PANK2
NM_153638.3	PANK2
NM_001324192.1	PANK2
NM_001324191.2	PANK2
NM_153640.3	PANK2
NM_001324193.2	PANK2
NM_001134337.3	RNF24
NM_001134338.3	RNF24
NM_001321749.2	RNF24
NM_007219.5	RNF24
NM_001270691.1	SMOX
NM_175839.3	SMOX
NM_175842.3	SMOX
NM_175840.3	SMOX
NM_175841.3	SMOX
NM_000678.4	ADRA1D
NM_001080123.3	PRNP
NM_000311.5	PRNP
NM_001080121.3	PRNP
NM_001271561.3	PRNP
NM_183079.4	PRNP
NM_001080122.3	PRNP
NM_012409.4	PRND
NM_014737.3	RASSF2
NM_170774.1	RASSF2
NM_203327.2	SLC23A2
NM_005116.6	SLC23A2
NM_001330987.1	TMEM230
NM_001009925.1	TMEM230
NM_001330986.1	TMEM230
NM_001009924.1	TMEM230
NM_014145.4	TMEM230
NM_001330984.1	TMEM230
NM_001330985.1	TMEM230
NM_001009923.2	TMEM230
NM_002592.2	PCNA
NM_182649.2	PCNA
NM_003818.4	CDS2
NM_144773.3	PROKR2
NM_019593.5	GPCPD1
NM_001303477.1	SHLD1
NM_001303478.1	SHLD1
NM_152504.4	SHLD1
NM_001303479.2	SHLD1
NM_001819.3	CHGB
NM_015939.5	TRMT6
NM_001281467.1	TRMT6
NM_182802.3	MCM8
NM_032485.6	MCM8
NM_001281520.1	MCM8
NM_001281522.1	MCM8
NM_001281521.1	MCM8
NM_001323562.1	CRLS1
NM_001323563.2	CRLS1
NM_019095.6	CRLS1
NM_001323564.1	CRLS1
NM_001323561.2	CRLS1
NM_001127458.2	CRLS1
NM_152611.5	LRRN4
NM_017671.4	FERMT1
NM_001200.4	BMP2
NM_017545.3	HAO1
NM_021156.4	TMX4
NM_182734.3	PLCB1
NM_015192.4	PLCB1
NM_001172646.1	PLCB4
NM_182797.2	PLCB4
NM_000933.3	PLCB4
NM_001199897.1	LAMP5
NM_012261.4	LAMP5
NM_177990.3	PAK5
NM_020341.4	PAK5
NM_022096.6	ANKEF1
NM_001303472.2	ANKEF1
NM_198798.3	ANKEF1
NM_001322907.1	SNAP25
NM_001322910.1	SNAP25
NM_001322904.1	SNAP25
NM_001322903.1	SNAP25
NM_001322906.1	SNAP25
NM_001322908.1	SNAP25
NM_001322905.1	SNAP25
NM_001322909.1	SNAP25
NM_003081.4	SNAP25
NM_130811.3	SNAP25
NM_001322902.1	SNAP25
NM_170784.2	MKKS
NM_018848.3	MKKS
NM_001009608.3	SLX4IP
NM_000214.3	JAG1
NM_181443.3	BTBD3
NM_001282552.2	BTBD3
NM_001282550.1	BTBD3
NM_001282551.1	BTBD3
NM_001282554.1	BTBD3
NM_014962.4	BTBD3
NM_018327.4	SPTLC3
NM_001349945.2	SPTLC3
NM_080826.2	ISM1
NM_001323602.1	TASP1
NM_001323604.1	TASP1
NM_001323603.1	TASP1
NM_017714.3	TASP1
NM_001276380.1	ESF1
NM_016649.3	ESF1
NM_001352408.1	NDUFAF5
NM_001352407.2	NDUFAF5
NM_001352406.2	NDUFAF5
NM_001039375.3	NDUFAF5
NM_024120.5	NDUFAF5
NM_001352403.2	NDUFAF5
NM_001271539.2	SEL1L2
NM_025229.2	SEL1L2
NM_001363752.1	SEL1L2
NM_001351661.2	MACROD2
NM_001351663.2	MACROD2
NM_080676.6	MACROD2
NM_001351664.2	MACROD2
NM_001033087.2	MACROD2
NM_198391.3	FLRT3
NM_013281.3	FLRT3
NM_001199865.2	KIF16B
NM_024704.5	KIF16B
NM_001199866.2	KIF16B
NM_003092.5	SNRPB2
NM_198220.3	SNRPB2
NM_020157.3	OTOR
NM_001201528.1	PCSK2
NM_002594.5	PCSK2
NM_001201529.3	PCSK2
NM_001278608.1	BFSP1
NM_001278607.2	BFSP1
NM_001161705.2	BFSP1
NM_001161705.2	BFSP1
NM_001278606.2	BFSP1
NM_001195.5	BFSP1
NM_001011546.2	DSTN
NM_006870.4	DSTN
NM_004587.2	RRBP1
NM_001042576.1	RRBP1
NM_001365613.2	RRBP1
NM_001159495.1	BANF2
NM_178477.4	BANF2
NM_001014977.3	BANF2
NM_001282454.2	SNX5
NM_152227.3	SNX5
NM_014426.4	SNX5
NM_001363738.1	MGME1
NM_001310338.2	MGME1
NM_052865.4	MGME1
NM_001310339.2	MGME1
NM_001303462.1	OVOL2
NM_001303461.1	OVOL2
NM_021220.4	OVOL2
NM_001164811.2	PET117
NM_020536.4	KAT14
NM_001283000.2	ZNF133
NM_001282995.2	ZNF133
NM_001282997.2	ZNF133
NM_001283003.2	ZNF133
NM_001283007.2	ZNF133
NM_001283006.2	ZNF133
NM_001352453.1	ZNF133
NM_001283005.2	ZNF133
NM_001352450.2	ZNF133
NM_001352458.2	ZNF133
NM_001352455.2	ZNF133
NM_001283001.3	ZNF133
NM_001352457.2	ZNF133
NM_001352460.2	ZNF133
NM_001352462.2	ZNF133
NM_001352464.2	ZNF133
NM_001352456.2	ZNF133
NM_001352452.2	ZNF133
NM_003434.7	ZNF133
NM_001352461.2	ZNF133
NM_001352454.2	ZNF133
NM_001352459.2	ZNF133
NM_001352463.2	ZNF133
NM_001282996.3	ZNF133
NM_001283002.3	ZNF133
NM_001283008.3	ZNF133
NM_001282999.3	ZNF133
NM_001083330.4	ZNF133
NM_001283004.3	ZNF133
NM_001282998.3	ZNF133
NM_001352451.2	ZNF133
NM_001099407.1	DZANK1
NM_001367617.1	DZANK1
NM_001367613.1	DZANK1
NM_018152.3	DZANK1
NM_001367612.1	DZANK1
NM_001351684.2	DZANK1
NM_001367614.1	DZANK1
NM_001367611.1	DZANK1
NM_001367619.1	DZANK1
NM_001367618.1	DZANK1
NM_001351683.2	DZANK1
NM_001282526.2	POLR3F
NM_006466.4	POLR3F
NM_006606.3	RBBP9
NM_032986.4	SEC23B
NM_001172745.3	SEC23B
NM_032985.6	SEC23B
NM_001172746.3	SEC23B
NM_006363.6	SEC23B
NM_001348957.1	SMIM26
NM_001348958.1	SMIM26
NM_080820.6	DTD1
NM_001318043.2	DTD1
NM_178483.3	SCP2D1
NM_020689.4	SLC24A3
NM_001242581.1	RIN2
NM_018993.3	RIN2
NM_181528.3	NAA20
NM_016100.5	NAA20
NM_181527.3	NAA20
NM_001278627.1	CRNKL1
NM_001278626.1	CRNKL1
NM_001278625.1	CRNKL1
NM_016652.5	CRNKL1
NM_001278628.1	CRNKL1
NM_015585.4	CFAP61
NM_001167816.1	CFAP61
NM_002196.3	INSM1
NM_020343.4	RALGAPA2
NM_001276389.2	KIZ
NM_001352436.2	KIZ
NM_018474.6	KIZ
NM_001352434.2	KIZ
NM_001163022.3	KIZ
NM_001352435.2	KIZ
NM_001163023.3	KIZ
NM_012255.5	XRN2
NM_001317960.1	XRN2
NM_033176.2	NKX2-4
NM_002509.4	NKX2-2
NM_001257096.1	PAX1
NM_006192.5	PAX1
NM_153675.3	FOXA2
NM_021784.4	FOXA2
NM_001052.2	SSTR4
NM_000361.3	THBD
NM_012072.4	CD93
NM_013248.3	NXT1
NM_001317012.2	GZF1
NM_022482.5	GZF1
NM_001317019.1	GZF1
NM_001283020.1	NAPB
NM_001283026.1	NAPB
NM_022080.2	NAPB
NM_001283018.1	NAPB
NM_138283.1	CSTL1
NM_080830.3	CST11
NM_130794.2	CST11
NM_005492.4	CST8
NM_001281730.2	CST8
NM_080610.3	CST9L
NM_001008693.2	CST9
NM_001288614.2	CST3
NM_000099.4	CST3
NM_001899.2	CST4
NM_001898.2	CST1
NM_001322.3	CST2
NM_001900.5	CST5
NM_178311.3	GGTLC1
NM_178312.3	GGTLC1
NM_001323606.1	SYNDIG1
NM_024893.3	SYNDIG1
NM_001323607.1	SYNDIG1
NM_003650.4	CST7
NM_020531.3	APMAP
NM_001252675.1	ACSS1
NM_001252677.1	ACSS1
NM_001252676.1	ACSS1
NM_032501.4	ACSS1
NM_001256271.1	VSX1
NM_001256272.1	VSX1
NM_014588.5	VSX1
NM_199425.2	VSX1
